title,company,salary,location,career,education,employment,preferred,salary_detail,work_days,work_place
자율주행로봇 개발자,(주)베스텔라랩,,경기전체,경력 2~15년,"대졸(2,3년제) 이상",정규직,"우대사항상세보기전공컴퓨터/시스템공학, 기계/자동차/조선공학, 공학계열외국어 능력영어가능자활동/경험해당직무 근무경험※ 지원부문별 상이할 수 있으니, 상세요강에서 확인해주세요.닫기 - 우대사항 상세",,,"경기전체, 경기 안양시, 대구전체, 대구 동구"
자율 점검드론/로봇 개발자모집(7~10),(주)시에라베이스,,,경력 7~10년,대졸(4년제) 이상,정규직,"우대사항상세보기전공컴퓨터/시스템공학, 기계/자동차/조선공학, 공학계열외국어 능력영어가능자활동/경험해당직무 근무경험※ 지원부문별 상이할 수 있으니, 상세요강에서 확인해주세요.닫기 - 우대사항 상세",,,"울산전체, 울산 남구"
자율 점검드론/로봇 개발자모집(4~6),(주)시에라베이스,,,경력 4~6년,대졸(4년제) 이상,정규직,"우대사항상세보기전공컴퓨터/시스템공학, 기계/자동차/조선공학, 공학계열외국어 능력영어가능자활동/경험해당직무 근무경험※ 지원부문별 상이할 수 있으니, 상세요강에서 확인해주세요.닫기 - 우대사항 상세",,,"울산전체, 울산 남구"
자율 점검드론/로봇 개발자모집(1~3),(주)시에라베이스,,,경력 1~3년,대졸(4년제) 이상,정규직,"우대사항상세보기전공컴퓨터/시스템공학, 기계/자동차/조선공학닫기 - 우대사항 상세",,주 5일(월~금),"울산전체, 울산 남구"
자율점검 드론/로봇 개발자(석사이상),(주)시에라베이스,,,신입·경력 1년 ↓,석사졸업 이상(예정자 가능),정규직,"우대사항상세보기전공컴퓨터/시스템공학, 기계/자동차/조선공학닫기 - 우대사항 상세",,주 5일(월~금),"울산전체, 울산 남구"
(주)마젠타로보틱스 인공지능로봇 개발자,(주)마젠타로보틱스,,대전유성구,무관(신입포함),석사졸업 이상,정규직수습기간 3개월,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학, 공학계열자격/능력컴퓨터활용능력 우수닫기 - 우대사항 상세",,,대전 유성구지도
자율주행로봇 개발자모집,(주)로봇웨어에이아이,,대전유성구,경력 3년 ↑,대졸(4년제) 이상,정규직수습기간 3개월,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학외국어 능력영어능통자활동/경험해당직무 근무경험기타검사장비/자동화 설비 관련 SW 유경험자,
Visual C++ 활용 영상처리 SW / System Control SW 개발 가능자닫기 - 우대사항 상세",,,대전 유성구 (재택근무 가능)지도
[로봇 매니퓰레이터(다관절로봇)] 설계/제어/SW 개발자 모집,(주)로보티즈,,서울강서구,무관(신입포함),대졸(4년제) 이상(예정자 가능),"정규직, 계약직, 병역특례근무형태상세보기정규직수습기간 3개월계약직3개월, 정규직 전환 가능병역특례전문연구요원닫기 근무형태 상세 설명","우대사항상세보기전공컴퓨터/시스템공학, 기계/자동차/조선공학, 공학계열닫기 - 우대사항 상세",,주 5일(월~금),서울 강서구지도
[포항/서울] 이리온 자율주행 서빙로봇 SLAM 개발자 정규직 채용,(주)사람인에이치에스,,,경력 2년 ↑,대졸(4년제) 이상,정규직,,,주 5일(월~금),"경북 포항시 남구, 경주시, 안동시, 영주시, 포항시, 서울전체, 서울 강남구, 서대문구, 서초구, 종로구지도"
드론·로봇 통합 플랫폼을 함께 만들 백엔드 개발자,(주)모빌리티원,,서울중구,신입·경력 3년 ↓,대졸(4년제) 이상(예정자 가능),정규직수습기간 3개월,,,,서울 중구지도
[프론트엔드] 드론·로봇 통합 플랫폼 개발자 모집,(주)모빌리티원,,서울성동구,신입·경력 3년 ↓,대졸(4년제) 이상(예정자 가능),정규직수습기간 3개월,,,,서울 성동구지도
[포항/벤처기업] 로봇 비전 모델 개발자 정규직 채용(주거비 有),(주)사람인에이치에스,,,경력 5년 ↑,대졸(4년제) 이상,정규직,"우대사항상세보기전공컴퓨터/시스템공학활동/경험해당직무 인턴경력, 해당직무 근무경험닫기 - 우대사항 상세",,,"경북 포항시 남구, 경주시, 안동시, 영주시, 포항시, 부산 강서구, 금정구, 동구, 연제구, 해운대구지도"
[인천/업계상위/정규직] 로봇 AI 개발자 채용(1년 이상),(주)사람인에이치에스,,인천부평구,경력 1년 ↑,"대졸(2,3년제) 이상",정규직수습기간 3개월,"우대사항상세보기전공컴퓨터/시스템공학, 공학계열, 전기/전자공학기타- 원격탐사/공간정보/데이터처리 관련 자격증 보유자 - 원격탐사 또는 공간정보 분야 논문/학회 발표 경험 - 우주항공산업 관련 R&D 과제 및 용역과제 수행 경험 - Git 등 버...※ 지원부문별 상이할 수 있으니, 상세요강에서 확인해주세요.닫기 - 우대사항 상세",,,"인천 부평구, 계양구, 남동구, 서구, 중구, 경기 광명시, 군포시, 김포시, 안산시, 안양시지도"
[더아이엠씨] 로봇 SW 개발자,㈜더아이엠씨,,대구수성구,경력 2년 ↑,대졸(4년제) 이상,정규직수습기간 3개월,,,주 5일(월~금),"대구 수성구, 경북 경산시, 구미시지도"
로봇 소프트웨어 개발자 채용,(주)스마트뱅크,,부산연제구,경력(년수무관),대졸(4년제) 이상,정규직수습기간 2개월,우대사항상세보기전공공학계열활동/경험해당직무 근무경험보유역량외국인 지원 가능닫기 - 우대사항 상세,,,부산 연제구지도
[자율주행 R&D] 자율주행로봇 SW / 알고리즘 개발자 채용,코가로보틱스(주),,서울성동구,무관(신입포함),대졸(4년제) 이상(예정자 가능),정규직수습기간 3개월,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학, 공학계열활동/경험해당직무 인턴경력, 해당직무 근무경험닫기 - 우대사항 상세",,주 5일(월~금),서울 성동구지도
머신 비전 및 산업용 로봇 제어 개발자 모집,극동시스템,"6,000 만원",,경력 5년 ↑,학력무관,"정규직, 프리랜서근무형태상세보기정규직수습기간 3개월닫기 근무형태 상세 설명","우대사항상세보기전공화학공학, 공학계열근무조건인근거주자, 차량소지자활동/경험해당직무 근무경험닫기 - 우대사항 상세",,,경남 김해시지도
스마트팩토리 자율주행로봇 S/W 개발자 채용 / 경력,인아텍앤코포 (주),,인천남동구,무관(신입포함),"대졸(2,3년제) 이상",정규직수습기간 3개월,우대사항상세보기전공기계/자동차/조선공학활동/경험해당직무 근무경험기타반도체 / LCD 자동화설비 및 물류설비 설계닫기 - 우대사항 상세,,,인천 남동구지도
스마트팩토리 로봇관제 S/W 개발자,인아텍앤코포 (주),,인천전체,경력 1~5년,대졸(4년제) 이상,정규직,,,,"인천전체, 인천 남동구"
자율주행 로봇 AMR 개발자 연구원(주4일),프로솔루션,,,무관(신입포함),학력무관(예정자 가능),정규직수습기간 3개월,,,,경북 구미시 (재택근무 가능)지도
물류 로봇 통합 제어(ROS) 개발자,(주)알티올,,인천연수구,경력 5~10년,"대졸(2,3년제) 이상",정규직수습기간 3개월,우대사항상세보기전공기계/자동차/조선공학활동/경험해당직무 근무경험기타반도체 / LCD 자동화설비 및 물류설비 설계닫기 - 우대사항 상세,,,인천 연수구지도
[두산로보틱스] 로봇 어플리케이션(프론트엔드) 개발자,두산로보틱스(주),,경기성남시 분당구,경력 5년 ↑,대졸(4년제) 이상,정규직수습기간 3개월,우대사항상세보기전공공학계열활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,경기 성남시 분당구
SCM 플랫폼 및 물류로봇의 네비게이션 SW개발자,(주)비비파트너스,,서울강남구,경력 1~10년,대졸(4년제) 이상,정규직,우대사항상세보기활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,서울 강남구
ROS기반 물류로봇의 네비게이션 SW개발자 석박사,(주)비비파트너스,,서울강남구,경력 1~10년,대졸(4년제) 이상,정규직,우대사항상세보기활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,서울 강남구
[산업용 로봇] Linux System SW개발자,(주)더라이징스타헤딩,,서울강남구,경력 5년 ↑,대졸(4년제) 이상,정규직,,,,"서울 강남구, 경기 성남시 분당구"
[나비프라] Express 기반 로봇 관제 백엔드 개발자 (3년 이상),(주)나비프라,,서울서초구,경력 3~10년,대졸(4년제) 이상,"계약직3개월, 정규직 전환 가능",,,,"서울 서초구, 강남구지도"
물류 로봇 통합 제어(ROS) 소프트웨어 개발자 채용,(주)알티올,,인천연수구,경력 5~10년,"대졸(2,3년제) 이상",정규직,우대사항상세보기전공공학계열활동/경험해당직무 근무경험닫기 - 우대사항 상세,,주 5일(월~금),인천 연수구지도
[전문연구요원] 로봇 임베디드 회로 개발자,(주)로브로스,,서울성동구,신입·경력 2년 ↑,대졸(4년제) 이상,"정규직, 계약직근무형태상세보기정규직수습기간 3개월계약직1년, 정규직 전환 가능닫기 근무형태 상세 설명","우대사항상세보기전공전기/전자공학, 공학계열근무조건인근거주자닫기 - 우대사항 상세",,,서울 성동구지도
무인 자율주행 로봇 펌웨어 [신입] 개발자 모집,(주)비아,,,신입,학력무관,정규직수습기간 3개월,,,,전북 전주시 덕진구지도
무인 자율주행 로봇 펌웨어 [경력] 개발자 모집,(주)비아,,,경력(년수무관),학력무관,정규직수습기간 3개월,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학외국어JLPT 2급(점) 이상, JPT 550급(점) 이상, (新)JLPT 2급(점) 이상자격증정보처리기사, 정보처리산업기사외국어 능력일본어 가능자기타관련 자격증 보유자닫기 - 우대사항 상세",,,전북 전주시 덕진구지도
[쉐코] 수상로봇 프론트엔드(Frontend) 개발자 모집(대리급),(주)쉐코,,인천남동구,경력 3년 ↑,"대졸(2,3년제) 이상",정규직수습기간 3개월,"우대사항상세보기전공컴퓨터/시스템공학, 일어일문학외국어JLPT 2급(점) 이상자격증정보처리기사닫기 - 우대사항 상세",,주 5일(월~금),인천 남동구지도
[쉐코] 수상로봇 개발 스타트업 펌웨어 개발자 채용,(주)쉐코,,인천남동구,경력 5년 ↑,"대졸(2,3년제) 이상",정규직수습기간 3개월,"우대사항상세보기활동/경험해당직무 근무경험※ 지원부문별 상이할 수 있으니, 상세요강에서 확인해주세요.닫기 - 우대사항 상세",,,인천 남동구지도
코스닥 상장 로봇기업 로봇 설계 및 개발자(선임/책임급),(주)바인컨설팅,,대전유성구,경력 3~10년,석사졸업 이상,정규직수습기간 3개월,"우대사항상세보기전공컴퓨터/시스템공학, 일어일문학외국어JLPT 2급(점) 이상자격증정보처리기사닫기 - 우대사항 상세",,주 5일(월~금),대전 유성구
[로봇시스템SW개발자] 로봇설계 직종 채용,(주)아이커넥트,,대구동구,경력 3~7년,대졸(4년제) 이상,정규직,"우대사항상세보기전공컴퓨터/시스템공학, 일어일문학외국어JLPT 2급(점) 이상자격증정보처리기사닫기 - 우대사항 상세",,주 5일(월~금),대구 동구지도
인공지능 기반 로봇 제어 개발자 초빙,(주)하이스트컨설팅그룹,,서울서초구,경력 1년 ↑,대졸(4년제) 이상,정규직,우대사항상세보기근무조건인근거주자활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,서울 서초구지도
스마트팩토리 로봇관제 S/W 개발자 채용 / 경력,인아텍앤코포 (주),,인천남동구,무관(신입포함),"대졸(2,3년제) 이상",정규직수습기간 3개월,우대사항상세보기전공기계/자동차/조선공학활동/경험해당직무 근무경험기타반도체 / LCD 자동화설비 및 물류설비 설계닫기 - 우대사항 상세,,,인천 남동구지도
스마트팩토리 자율주행로봇 S/W 개발자,인아텍앤코포 (주),,인천전체,경력 1~5년,학력무관,정규직,,,,"인천전체, 인천 남동구"
로봇  하드웨어 개발자 / 풀스텍 SW 엔지니어,반석써치(주),,서울금천구,경력 5~10년,대졸(4년제) 이상,정규직수습기간 3개월,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학외국어JLPT 2급(점) 이상, JPT 550급(점) 이상, (新)JLPT 2급(점) 이상자격증정보처리기사, 정보처리산업기사외국어 능력일본어 가능자기타관련 자격증 보유자닫기 - 우대사항 상세",,,서울 금천구지도
중견 상장사 로봇 소프트웨어 개발자 채용,주식회사 핀커스에이치알지,,경기화성시,경력 3~8년,"대졸(2,3년제) 이상",정규직,"우대사항상세보기활동/경험해당직무 근무경험※ 지원부문별 상이할 수 있으니, 상세요강에서 확인해주세요.닫기 - 우대사항 상세",,,경기 화성시지도
인공지능(AI) 기반 로봇 제어 개발자 모집,(주)엘피케이로보틱스,,인천부평구,경력 3~10년,"대졸(2,3년제) 이상",정규직수습기간 2개월,우대사항상세보기전공공학계열근무조건운전가능자활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,인천 부평구지도
2025년 연구 개발 (임베디드 시스템),(주)지슨,,서울강남구,경력 3년 ↑,학력무관,정규직,"우대사항상세보기전공전기/전자공학, 공학계열활동/경험해당직무 근무경험, 석사학위 수여자, 박사학위 수여자닫기 - 우대사항 상세",,주 5일(월~금),서울 강남구지도
Deep Learning Platform Engineer,(주)아이브,,서울서초구,경력 2~7년,대졸(4년제) 이상,정규직,우대사항상세보기근무조건인근거주자활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,"서울 서초구, 서울전체"
Radar HW 회로개발 경력직 채용,(주)스마트레이더시스템,,서울강남구,경력 3년 ↑,대졸(4년제) 이상,정규직수습기간 3개월,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학, 산업공학자격/능력컴퓨터활용능력 우수활동/경험해당직무 근무경험※ 지원부문별 상이할 수 있으니, 상세요강에서 확인해주세요.닫기 - 우대사항 상세",,,서울 강남구
개발 경력자 채용,(주)더원,,서울금천구,경력 5년 ↑,"대졸(2,3년제) 이상",정규직,"우대사항상세보기전공전기/전자공학, 공학계열활동/경험해당직무 근무경험, 석사학위 수여자, 박사학위 수여자닫기 - 우대사항 상세",,주 5일(월~금),서울 금천구지도
펌웨어 개발자 모집합니다.,(주)알지티,,서울금천구,경력 4~7년,대졸(4년제) 이상,정규직수습기간 3개월,"우대사항상세보기전공전기/전자공학, 공학계열활동/경험해당직무 근무경험, 석사학위 수여자, 박사학위 수여자닫기 - 우대사항 상세",,주 5일(월~금),서울 금천구지도
3차원 머신비전 알고리즘 개발자8~10,(주)클레,,서울성동구,경력 8~10년,대졸(4년제) 이상,정규직,"우대사항상세보기전공공학계열활동/경험해당직무 근무경험※ 지원부문별 상이할 수 있으니, 상세요강에서 확인해주세요.닫기 - 우대사항 상세",,,"서울 성동구, 서울전체"
기업 부설 연구소 연구원 채용,이모션텍(주),,서울금천구,무관(신입포함),대졸(4년제) 이상(예정자 가능),정규직수습기간 3개월,우대사항상세보기전공공학계열자격증정보처리기사외국어 능력영어능통자자격/능력컴퓨터활용능력 우수근무조건인근거주자활동/경험해당직무 근무경험기타FrontEnd 개발 경험닫기 - 우대사항 상세,,주 5일(월~금),서울 금천구지도
하드웨어 개발자 모집합니다.,(주)알지티,,서울금천구,경력 5~10년,대졸(4년제) 이상,정규직,"우대사항상세보기전공컴퓨터/시스템공학, 공학계열자격/능력컴퓨터활용능력 우수, 문서작성 우수자활동/경험해당직무 근무경험닫기 - 우대사항 상세",,,서울 금천구지도
Radar 시니어 HW 회로개발 경력직 채용,(주)스마트레이더시스템,,서울강남구,경력 7~20년,대졸(4년제) 이상,정규직수습기간 3개월,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학, 산업공학자격증ISTQB foundation level자격/능력컴퓨터활용능력 우수활동/경험해당직무 근무경험기타FrontEnd 개발 경험닫기 - 우대사항 상세",,,서울 강남구지도
Robotics S/W Engineer [전문연구요원가능],(주)토르드라이브,,서울전체,경력 3~10년,대졸(4년제) 이상,정규직,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학, 공학계열닫기 - 우대사항 상세",,,"서울전체, 서울 영등포구"
Robotics S/W Engineer [전문연구요원가능],(주)토르드라이브,,서울전체,경력 3~10년,대졸(4년제) 이상,정규직,우대사항상세보기전공공학계열활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,"서울전체, 서울 영등포구"
로봇 제어 S/W 개발,한국데이터통신,,서울강서구,무관(신입포함),대졸(4년제) 이상(예정자 가능),정규직수습기간 2개월,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학, 공학계열활동/경험공모전 입상자, 해당직무 근무경험닫기 - 우대사항 상세",,,서울 강서구지도
[유비샘]C#활용 자동제어 개발자 경력직 모집(서울),(주)유비샘,,서울금천구,경력 3~7년,"대졸(2,3년제) 이상",정규직,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학활동/경험해당직무 근무경험닫기 - 우대사항 상세",,,서울 금천구지도
제어SW 엔지니어,(주)아이브,,서울서초구,경력 1~5년,대졸(4년제) 이상,정규직,우대사항상세보기전공공학계열활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,"서울 서초구, 서울전체"
[프론트엔드] 드론·로봇 통합 플랫폼 개발자 모집,(주)모빌리티원,,서울성동구,신입·경력 3년 ↓,대졸(4년제) 이상(예정자 가능),정규직수습기간 3개월,,,,서울 성동구지도
[모빌테크] 3D Reconstruction Engineer 채용 (경력),(주)모빌테크,,서울서초구,경력 2년 ↑,석사졸업 이상(예정자 가능),정규직수습기간 3개월,우대사항상세보기활동/경험석사학위 수여자닫기 - 우대사항 상세,,,서울 서초구지도
"ML Engineer (Embedded,8~10년)",주식회사웨어러블에이아이,,서울전체,경력 8~10년,대졸(4년제) 이상,정규직,,,,"서울전체, 서울 영등포구"
자율점검 드론/로봇 개발자(석사이상),(주)시에라베이스,,,신입·경력 1년 ↓,석사졸업 이상(예정자 가능),정규직,,,,"울산전체, 울산 남구"
"ML Engineer (Embedded, 5~7년)",주식회사웨어러블에이아이,,서울전체,경력 5~7년,대졸(4년제) 이상,정규직,,,,"서울전체, 서울 영등포구"
Robotics Software Engineer,(주)와트,,서울송파구,경력 2년 ↑,대졸(4년제) 이상,정규직수습기간 6개월,,,,서울 송파구지도
응용 프로그래머(로봇제어),(주)제이브이엠,,대구전체,경력 3~8년,대졸(4년제) 이상,정규직,,,,"대구전체, 대구 달서구"
스마트팩토리 자율주행로봇 S/W 개발자,인아텍앤코포 (주),,인천전체,경력 1~5년,학력무관,정규직,,,,"인천전체, 인천 남동구"
S/W Engineer [전문연구요원가능],(주)토르드라이브,,서울전체,경력 3~10년,대졸(4년제) 이상,정규직,,,,"서울전체, 서울 영등포구"
S/W Engineer [전문연구요원가능],(주)토르드라이브,,서울전체,경력 3~10년,대졸(4년제) 이상,정규직,,,,"서울전체, 서울 영등포구"
센서 칼리브레이션 엔지니어 채용,(주)토르드라이브,,서울전체,경력 3~10년,대졸(4년제) 이상,정규직,,,,"서울전체, 서울 영등포구"
센서 칼리브레이션 엔지니어 채용,(주)토르드라이브,,서울전체,경력 3~10년,대졸(4년제) 이상,정규직,,,,"서울전체, 서울 영등포구"
"[AI 로보틱스, 모빌리티 플랫폼] 기구설계 메카트로닉스 개발",(주)인티그리트,,서울강남구,경력 1년 ↑,학력무관,정규직수습기간 1개월,,,,"서울 강남구, 서초구, 성동구, 송파구지도"
로보로보 H/W(펌웨어) 엔지니어 모집 공고,(주)로보로보,,서울강북구,경력 2~3년,대졸(4년제) 이상(예정자 가능),"정규직, 인턴직근무형태상세보기정규직수습기간 3개월인턴직3개월, 정규직 전환 가능닫기 근무형태 상세 설명",,,,서울 강북구지도
Vision 관련 분야 R&D 연구원 채용 공고 [디엑스알],(주)디엑스알,,서울도봉구,경력 5~10년,대졸(4년제) 이상석박사 우대,정규직수습기간 3개월,"우대사항상세보기전공컴퓨터/시스템공학, 공학계열활동/경험공모전 입상자, 해당직무 근무경험닫기 - 우대사항 상세",,,서울 도봉구지도
[뉴로메카] 회로/펌웨어 엔지니어 채용,(주)뉴로메카,,서울성동구,신입·경력 1~15년,"대졸(2,3년제) 이상","정규직, 계약직근무형태상세보기정규직수습기간 3개월계약직3개월, 정규직 전환 가능닫기 근무형태 상세 설명",우대사항상세보기전공공학계열활동/경험해당직무 근무경험닫기 - 우대사항 상세,,주 5일(월~금),서울 성동구지도
LiDAR 및 C# 프로그래머 모집 (광화문 연구소 근무),(주)엠비이,,서울중구,경력 4년 ↑,대졸(4년제) 이상,"정규직, 계약직, 프리랜서근무형태상세보기정규직수습기간 1개월계약직1년, 정규직 전환 가능 - 기간제, 무기계약직닫기 근무형태 상세 설명","우대사항상세보기전공컴퓨터/시스템공학, 수학/통계학, 물리자격증초경량비행장치 조종자외국어 능력영어가능자, 영어능통자자격/능력컴퓨터활용능력 우수, 문서작성 우수자활동/경험해당직무 근무경험기타FrontEnd 개발 경험닫기 - 우대사항 상세",,주 5일(월~금),"서울 중구, 서울전체, 경기전체, 경기 시흥시, 안산시, 안산시 단원구, 안산시 상록구지도"
임베디드(펌웨어) 개발자,(주)크래블,,서울성동구,경력 1~20년,학력무관,정규직,"우대사항상세보기전공전기/전자공학, 공학계열활동/경험해당직무 근무경험, 석사학위 수여자, 박사학위 수여자닫기 - 우대사항 상세",,주 5일(월~금),"서울 성동구, 서울전체"
Multi Agent Path Finding S/W Engineer (전문연 가능),(주)토르드라이브,,서울전체,경력 3~10년,대졸(4년제) 이상,정규직,"우대사항상세보기전공전기/전자공학, 공학계열활동/경험해당직무 근무경험, 석사학위 수여자, 박사학위 수여자닫기 - 우대사항 상세",,주 5일(월~금),"서울전체, 서울 영등포구"
로봇 소프트웨어 개발자 채용,(주)스마트뱅크,,부산연제구,경력(년수무관),대졸(4년제) 이상,정규직수습기간 2개월,우대사항상세보기전공공학계열활동/경험해당직무 근무경험보유역량외국인 지원 가능닫기 - 우대사항 상세,,주 5일(월~금),부산 연제구지도
Multi Agent Path Finding S/W Engineer (전문연 가능),(주)토르드라이브,,서울전체,경력 3~10년,대졸(4년제) 이상,정규직,"우대사항상세보기전공전기/전자공학, 공학계열활동/경험해당직무 근무경험, 석사학위 수여자, 박사학위 수여자닫기 - 우대사항 상세",,주 5일(월~금),"서울전체, 서울 영등포구"
[더아이엠씨] 로봇 SW 개발자,㈜더아이엠씨,,대구수성구,경력 2년 ↑,대졸(4년제) 이상,정규직수습기간 3개월,,,주 5일(월~금),"대구 수성구, 경북 경산시, 구미시지도"
[스마트레이더시스템] 기술지원팀 경력사원 모집,(주)스마트레이더시스템,,서울강남구,경력 5~20년,대졸(4년제) 이상,정규직수습기간 3개월,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학, 산업공학자격/능력컴퓨터활용능력 우수활동/경험해당직무 근무경험닫기 - 우대사항 상세",,,서울 강남구지도
[반도체사업부] 응용개발팀 연구원모집,주식회사 케이알엠,,서울강남구,경력 3년 ↑,"대졸(2,3년제) 이상",정규직수습기간 3개월,우대사항상세보기외국어 능력영어가능자자격/능력컴퓨터활용능력 우수활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,서울 강남구지도
로봇 소프트웨어 개발 엔지니어 모집,(주)피치랩,,경기성남시 수정구,경력 3~8년,대졸(4년제) 이상,정규직수습기간 3개월,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학, 공학계열활동/경험공모전 입상자, 해당직무 근무경험닫기 - 우대사항 상세",,,경기 성남시 수정구지도
로봇 제어 관련 분야 R&D 연구원 채용 공고 [디엑스알],(주)디엑스알,,서울도봉구,신입·경력 5년 ↓,대졸(4년제) 이상석박사졸업예정자 지원가능,정규직수습기간 3개월,,,,서울 도봉구지도
LiDAR 및 C# 프로그래머 모집 (광화문 연구소 근무),(주)엠비이,,서울중구,경력 4년 ↑,대졸(4년제) 이상,"정규직, 계약직, 프리랜서근무형태상세보기정규직수습기간 1개월계약직1년, 정규직 전환 가능 - 기간제, 무기계약직닫기 근무형태 상세 설명","우대사항상세보기전공컴퓨터/시스템공학, 수학/통계학, 물리자격증초경량비행장치 조종자외국어 능력영어가능자, 영어능통자자격/능력컴퓨터활용능력 우수, 문서작성 우수자활동/경험해당직무 근무경험기타FrontEnd 개발 경험닫기 - 우대사항 상세",,,"서울 중구, 서울전체, 경기전체, 경기 시흥시, 안산시, 안산시 단원구, 안산시 상록구지도"
[(주)케이알엠] VISION & ML Robotics Engineer 채용,주식회사 케이알엠,,서울강남구,신입·경력 2년 ↑,학력무관,정규직수습기간 3개월,,,,서울 강남구지도
AI 로보틱스 SW 품질 QA 담당자,(주)씨메스,,서울강남구,경력 4~20년,"대졸(2,3년제) 이상",정규직,,,,"서울 강남구, 서울전체"
Motion Planning/Control Engineer,주식회사웨어러블에이아이,,서울전체,신입·경력 10년 ↓,대졸(4년제) 이상,정규직,,,,"서울전체, 서울 영등포구"
[경력] 스마트팩토리 MES (C#) 개발자 모집합니다.,에스아이솔루션,,서울금천구,경력 2~7년,"대졸(2,3년제) 이상",정규직수습기간 3개월,우대사항상세보기근무조건인근거주자활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,서울 금천구지도
자율주행 로봇 하드웨어 엔지니어 경력직 모집,고레로보틱스(주),,서울마포구,경력 3년 ↑,학력무관,"정규직, 계약직근무형태상세보기정규직수습기간 3개월계약직1년, 정규직 전환 가능닫기 근무형태 상세 설명","우대사항상세보기전공컴퓨터/시스템공학, 공학계열활동/경험공모전 입상자, 해당직무 근무경험닫기 - 우대사항 상세",,,"서울 마포구, 인천 연수구지도"
[반도체사업부] 응용개발팀 연구원모집,주식회사 케이알엠,,서울강남구,경력 3년 ↑,"대졸(2,3년제) 이상",정규직수습기간 3개월,우대사항상세보기외국어 능력영어가능자자격/능력컴퓨터활용능력 우수활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,서울 강남구지도
로봇 소프트웨어 개발 엔지니어 모집,(주)피치랩,,경기성남시 수정구,경력 3~8년,대졸(4년제) 이상,정규직수습기간 3개월,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학, 공학계열활동/경험공모전 입상자, 해당직무 근무경험닫기 - 우대사항 상세",,,경기 성남시 수정구지도
3차원 머신비전 알고리즘 개발자(2~4),(주)클레,,서울성동구,경력 2~4년,대졸(4년제) 이상,정규직,,,,"서울 성동구, 서울전체"
3차원 머신비전 알고리즘 개발자(5~7),(주)클레,,서울성동구,경력 5~7년,대졸(4년제) 이상,정규직,우대사항상세보기전공공학계열활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,"서울 성동구, 서울전체"
[쉐코] 수상로봇 개발 스타트업 펌웨어 개발자 채용,(주)쉐코,,인천남동구,경력 5년 ↑,"대졸(2,3년제) 이상",정규직수습기간 3개월,우대사항상세보기전공공학계열활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,인천 남동구지도
개발본부C/C++ 엔지니어(Middleware),(주)유진로봇,,인천연수구,경력 4~15년,대졸(4년제) 이상,정규직,,,,"인천 연수구, 인천전체"
[인텔렉투스] 전문연구요원(병역특례) 시스템 소프트웨어 개발자,주식회사 인텔렉투스,,서울강남구,신입·경력(년수무관),석사졸업 이상,병역특례전문연구요원,우대사항상세보기전공공학계열활동/경험해당직무 근무경험닫기 - 우대사항 상세,,주 5일(월~금),서울 강남구지도
자율주행 하드웨어 전장 엔지니어,(주)토르드라이브,,서울전체,경력 3~10년,대졸(4년제) 이상,정규직,우대사항상세보기전공공학계열활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,"서울전체, 서울 구로구"
